"OldPath","NewPath","OldName","NewName"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\ALXDBELSTD008_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\COMP_BELL_008_Patch.csv","ALXDBELSTD008_Patch.csv","COMP_BELL_008_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1BELL117_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_117_Patch.csv","ALX1BELL117_Patch.csv","COMP_BELL_117_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1DES07007_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_07007_Patch.csv","ALX1DES07007_Patch.csv","COMP_DEPT_07007_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1DES07040_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_07040_Patch.csv","ALX1DES07040_Patch.csv","COMP_DEPT_07040_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1DESISP011_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_ISP011_Patch.csv","ALX1DESISP011_Patch.csv","COMP_DEPT_ISP011_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1DESISP018_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_ISP018_Patch.csv","ALX1DESISP018_Patch.csv","COMP_DEPT_ISP018_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1DESISP038_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_ISP038_Patch.csv","ALX1DESISP038_Patch.csv","COMP_DEPT_ISP038_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1DESISP044_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_ISP044_Patch.csv","ALX1DESISP044_Patch.csv","COMP_DEPT_ISP044_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1DESISP046_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_ISP046_Patch.csv","ALX1DESISP046_Patch.csv","COMP_DEPT_ISP046_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALX1QA003_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_QA_003_Patch.csv","ALX1QA003_Patch.csv","COMP_QA_003_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELODCC02_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_ODCC_02_Patch.csv","ALXDBELODCC02_Patch.csv","COMP_BELL_ODCC_02_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELODCC03_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_ODCC_03_Patch.csv","ALXDBELODCC03_Patch.csv","COMP_BELL_ODCC_03_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD003_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_003_Patch.csv","ALXDBELSTD003_Patch.csv","COMP_BELL_003_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD004_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_004_Patch.csv","ALXDBELSTD004_Patch.csv","COMP_BELL_004_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD005_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_005_Patch.csv","ALXDBELSTD005_Patch.csv","COMP_BELL_005_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD006_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_006_Patch.csv","ALXDBELSTD006_Patch.csv","COMP_BELL_006_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD007_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_007_Patch.csv","ALXDBELSTD007_Patch.csv","COMP_BELL_007_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD008_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_008_Patch.csv","ALXDBELSTD008_Patch.csv","COMP_BELL_008_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD009_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_009_Patch.csv","ALXDBELSTD009_Patch.csv","COMP_BELL_009_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD010_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_010_Patch.csv","ALXDBELSTD010_Patch.csv","COMP_BELL_010_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD011_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_011_Patch.csv","ALXDBELSTD011_Patch.csv","COMP_BELL_011_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD012_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_012_Patch.csv","ALXDBELSTD012_Patch.csv","COMP_BELL_012_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD013_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_013_Patch.csv","ALXDBELSTD013_Patch.csv","COMP_BELL_013_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD014_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_014_Patch.csv","ALXDBELSTD014_Patch.csv","COMP_BELL_014_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD015_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_015_Patch.csv","ALXDBELSTD015_Patch.csv","COMP_BELL_015_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDBELSTD016_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BELL_016_Patch.csv","ALXDBELSTD016_Patch.csv","COMP_BELL_016_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDES08055_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_08055_Patch.csv","ALXDES08055_Patch.csv","COMP_DEPT_08055_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDES08060_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_08060_Patch.csv","ALXDES08060_Patch.csv","COMP_DEPT_08060_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDES08070_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_DEPT_08070_Patch.csv","ALXDES08070_Patch.csv","COMP_DEPT_08070_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM001_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_001_Patch.csv","ALXDESBBM001_Patch.csv","COMP_BBM_001_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM008_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_008_Patch.csv","ALXDESBBM008_Patch.csv","COMP_BBM_008_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM010_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_010_Patch.csv","ALXDESBBM010_Patch.csv","COMP_BBM_010_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM011_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_011_Patch.csv","ALXDESBBM011_Patch.csv","COMP_BBM_011_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM014_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_014_Patch.csv","ALXDESBBM014_Patch.csv","COMP_BBM_014_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM017_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_017_Patch.csv","ALXDESBBM017_Patch.csv","COMP_BBM_017_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM018_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_018_Patch.csv","ALXDESBBM018_Patch.csv","COMP_BBM_018_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM019_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_019_Patch.csv","ALXDESBBM019_Patch.csv","COMP_BBM_019_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXDESBBM024_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_BBM_024_Patch.csv","ALXDESBBM024_Patch.csv","COMP_BBM_024_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXQA05043_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_QA_05043_Patch.csv","ALXQA05043_Patch.csv","COMP_QA_05043_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\ALXQA05044_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\COMP_QA_05044_Patch.csv","ALXQA05044_Patch.csv","COMP_QA_05044_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD001_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_001_Patch.csv","ALXVBELSTD001_Patch.csv","VDI_BELL_001_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD002_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_002_Patch.csv","ALXVBELSTD002_Patch.csv","VDI_BELL_002_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD003_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_003_Patch.csv","ALXVBELSTD003_Patch.csv","VDI_BELL_003_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD004_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_004_Patch.csv","ALXVBELSTD004_Patch.csv","VDI_BELL_004_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD005_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_005_Patch.csv","ALXVBELSTD005_Patch.csv","VDI_BELL_005_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD006_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_006_Patch.csv","ALXVBELSTD006_Patch.csv","VDI_BELL_006_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD007_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_007_Patch.csv","ALXVBELSTD007_Patch.csv","VDI_BELL_007_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD008_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_008_Patch.csv","ALXVBELSTD008_Patch.csv","VDI_BELL_008_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD009_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_009_Patch.csv","ALXVBELSTD009_Patch.csv","VDI_BELL_009_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD010_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_010_Patch.csv","ALXVBELSTD010_Patch.csv","VDI_BELL_010_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD011_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_011_Patch.csv","ALXVBELSTD011_Patch.csv","VDI_BELL_011_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD012_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_012_Patch.csv","ALXVBELSTD012_Patch.csv","VDI_BELL_012_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD013_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_013_Patch.csv","ALXVBELSTD013_Patch.csv","VDI_BELL_013_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD014_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_014_Patch.csv","ALXVBELSTD014_Patch.csv","VDI_BELL_014_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD015_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_015_Patch.csv","ALXVBELSTD015_Patch.csv","VDI_BELL_015_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD016_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_016_Patch.csv","ALXVBELSTD016_Patch.csv","VDI_BELL_016_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD017_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_017_Patch.csv","ALXVBELSTD017_Patch.csv","VDI_BELL_017_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD018_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_018_Patch.csv","ALXVBELSTD018_Patch.csv","VDI_BELL_018_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD019_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_019_Patch.csv","ALXVBELSTD019_Patch.csv","VDI_BELL_019_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\ALXVBELSTD020_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\bell\VDI\VDI_BELL_020_Patch.csv","ALXVBELSTD020_Patch.csv","VDI_BELL_020_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD001_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_001_Patch.csv","ALXDDUSTD001_Patch.csv","COMP_DU_001_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD002_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_002_Patch.csv","ALXDDUSTD002_Patch.csv","COMP_DU_002_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD004_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_004_Patch.csv","ALXDDUSTD004_Patch.csv","COMP_DU_004_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD005_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_005_Patch.csv","ALXDDUSTD005_Patch.csv","COMP_DU_005_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD006_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_006_Patch.csv","ALXDDUSTD006_Patch.csv","COMP_DU_006_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD007_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_007_Patch.csv","ALXDDUSTD007_Patch.csv","COMP_DU_007_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD008_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_008_Patch.csv","ALXDDUSTD008_Patch.csv","COMP_DU_008_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD009_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_009_Patch.csv","ALXDDUSTD009_Patch.csv","COMP_DU_009_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD010_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_010_Patch.csv","ALXDDUSTD010_Patch.csv","COMP_DU_010_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD011_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_011_Patch.csv","ALXDDUSTD011_Patch.csv","COMP_DU_011_Patch.csv"
